 2018-09-25 19:42:30,618 [P8636/D3/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.12.1 application starting on S001858
 2018-09-25 19:42:30,656 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2018-09-25 19:42:30,672 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 15ms)
 2018-09-25 19:42:30,794 [P8636/D3/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2018-09-25 19:42:30,797 [P8636/D3/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2018-09-25 19:42:30,800 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:42:31,218 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 417ms)
 2018-09-25 19:42:31,218 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IApplicationStartupHandler
 2018-09-25 19:42:31,225 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IApplicationStartupHandler (took 6ms)
 2018-09-25 19:42:31,262 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:42:31,263 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 1ms)
 2018-09-25 19:42:31,263 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2018-09-25 19:42:31,267 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter (took 3ms)
 2018-09-25 19:42:31,268 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:42:31,269 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:42:31,269 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2018-09-25 19:42:31,273 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyValueConverter (took 4ms)
 2018-09-25 19:42:31,297 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:42:31,297 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:42:31,297 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.Mvc.SurfaceController
 2018-09-25 19:42:31,300 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.Mvc.SurfaceController (took 3ms)
 2018-09-25 19:42:31,301 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:42:31,302 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:42:31,302 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.WebApi.UmbracoApiController
 2018-09-25 19:42:31,305 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.WebApi.UmbracoApiController (took 2ms)
 2018-09-25 19:42:33,714 [P8636/D3/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2018-09-25 19:42:34,175 [P8636/D3/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2018-09-25 19:42:34,457 [P8636/D3/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2018-09-25 19:42:34,458 [P8636/D3/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2018-09-25 19:42:34,534 [P8636/D3/T1] WARN  Umbraco.Core.Sync.DatabaseServerMessenger - No last synced Id found, this generally means this is a new server/install. The server will build its caches and indexes, and then adjust its last synced Id to the latest found in the database and maintain cache updates based on that Id.
 2018-09-25 19:42:34,618 [P8636/D3/T1] INFO  umbraco.content - Load Xml from file...
 2018-09-25 19:42:34,620 [P8636/D3/T1] INFO  umbraco.content - Loaded Xml from file.
 2018-09-25 19:42:34,628 [P8636/D3/T1] INFO  umbraco.content - Loading content from database...
 2018-09-25 19:42:35,619 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - Rebuilding index, Provider=InternalMemberIndexer, NodeId=-1
 2018-09-25 19:42:35,722 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - Start data queries - member, Provider=InternalMemberIndexer, NodeId=-1
 2018-09-25 19:42:36,315 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - End data queries - member, took 593ms, Provider=InternalMemberIndexer, NodeId=-1
 2018-09-25 19:42:36,318 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - Rebuilding index, Provider=InternalIndexer, NodeId=-1
 2018-09-25 19:42:36,347 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - Start data queries - content, Provider=InternalIndexer, NodeId=-1
 2018-09-25 19:42:36,867 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:42:36,867 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:42:36,867 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IParameterEditor
 2018-09-25 19:42:36,872 [P8636/D3/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IParameterEditor (took 4ms)
 2018-09-25 19:42:37,209 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - End data queries - content, took 861ms, Provider=InternalIndexer, NodeId=-1
 2018-09-25 19:42:37,210 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - Start data queries - media, Provider=InternalIndexer, NodeId=-1
 2018-09-25 19:42:37,551 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - End data queries - media, took 341ms, Provider=InternalIndexer, NodeId=-1
 2018-09-25 19:42:37,551 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - Rebuilding index, Provider=ExternalIndexer, NodeId=-1
 2018-09-25 19:42:37,561 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - Start data queries - content, Provider=ExternalIndexer, NodeId=-1
 2018-09-25 19:42:37,775 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - End data queries - content, took 214ms, Provider=ExternalIndexer, NodeId=-1
 2018-09-25 19:42:37,775 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - Start data queries - media, Provider=ExternalIndexer, NodeId=-1
 2018-09-25 19:42:37,855 [P8636/D3/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - End data queries - media, took 79ms, Provider=ExternalIndexer, NodeId=-1
 2018-09-25 19:42:37,876 [P8636/D3/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 7405ms)
 2018-09-25 19:42:38,090 [P8636/D3/T82] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - New ApplicationUrl detected: http://myumbraco.pl:80/umbraco
 2018-09-25 19:42:38,093 [P8636/D3/T82] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://myumbraco.pl:80/umbraco (UmbracoModule request)
 2018-09-25 19:42:39,618 [P8636/D3/T64] INFO  umbraco.content - Save Xml to file...
 2018-09-25 19:42:39,626 [P8636/D3/T64] INFO  umbraco.content - Saved Xml to file.
 2018-09-25 19:42:43,116 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:42:43,116 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:42:43,116 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.Deploy.IServiceConnector
 2018-09-25 19:42:43,121 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.Deploy.IServiceConnector (took 4ms)
 2018-09-25 19:42:46,637 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:42:46,637 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:42:46,637 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolving [Umbraco.Core.Persistence.Mappers.MapperForAttribute]Umbraco.Core.Persistence.Mappers.BaseMapper
 2018-09-25 19:42:46,645 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolved [Umbraco.Core.Persistence.Mappers.MapperForAttribute]Umbraco.Core.Persistence.Mappers.BaseMapper (took 7ms)
 2018-09-25 19:42:47,039 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:42:47,039 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:42:47,039 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IParameterEditor
 2018-09-25 19:42:47,040 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IParameterEditor (took 0ms)
 2018-09-25 19:42:47,094 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:42:47,094 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:42:47,094 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolving umbraco.cms.businesslogic.macro.IMacroEngine
 2018-09-25 19:42:47,098 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolved umbraco.cms.businesslogic.macro.IMacroEngine (took 3ms)
 2018-09-25 19:43:38,586 [P8636/D3/T93] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2018-09-24 19:43:38
 2018-09-25 19:46:05,499 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:46:05,499 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:46:05,499 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolving [Umbraco.Web.Trees.TreeAttribute]Umbraco.Web.Trees.TreeController
 2018-09-25 19:46:05,504 [P8636/D3/T82] INFO  Umbraco.Core.PluginManager - Resolved [Umbraco.Web.Trees.TreeAttribute]Umbraco.Web.Trees.TreeController (took 4ms)
 2018-09-25 19:46:05,636 [P8636/D3/T111] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:46:05,637 [P8636/D3/T111] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:46:05,637 [P8636/D3/T111] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IAction
 2018-09-25 19:46:05,646 [P8636/D3/T111] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IAction (took 9ms)
 2018-09-25 19:46:10,324 [P8636/D3/T69] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username mariusz.sycz@makolab.com from IP address 127.0.0.1
 2018-09-25 19:46:10,328 [P8636/D3/T69] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: mariusz.sycz@makolab.com logged in from IP address 127.0.0.1
 2018-09-25 19:46:11,391 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:46:11,391 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:46:11,392 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.ITree
 2018-09-25 19:46:11,396 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.ITree (took 4ms)
 2018-09-25 19:46:11,419 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:46:11,419 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:46:11,419 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolving [Umbraco.Web.Trees.TreeAttribute]Umbraco.Web.Trees.TreeController
 2018-09-25 19:46:11,420 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolved [Umbraco.Web.Trees.TreeAttribute]Umbraco.Web.Trees.TreeController (took 0ms)
 2018-09-25 19:46:11,424 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:46:11,425 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:46:11,425 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolving [umbraco.businesslogic.TreeAttribute]umbraco.interfaces.ITree
 2018-09-25 19:46:11,430 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolved [umbraco.businesslogic.TreeAttribute]umbraco.interfaces.ITree (took 5ms)
 2018-09-25 19:46:11,452 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:46:11,453 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:46:11,453 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolving [umbraco.businesslogic.ApplicationAttribute]umbraco.interfaces.IApplication
 2018-09-25 19:46:11,456 [P8636/D3/T67] INFO  Umbraco.Core.PluginManager - Resolved [umbraco.businesslogic.ApplicationAttribute]umbraco.interfaces.IApplication (took 3ms)
 2018-09-25 19:47:37,286 [P8636/D3/T99] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:47:37,545 [P8636/D3/T80] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:47:37,559 [P8636/D3/T82] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:47:37,559 [P8636/D3/T99] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:47:37,562 [P8636/D3/T80] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:47:37,571 [P8636/D3/T82] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:48:51,500 [P8636/D3/T100] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:48:51,500 [P8636/D3/T100] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:48:51,500 [P8636/D3/T100] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.ICacheRefresher
 2018-09-25 19:48:51,506 [P8636/D3/T100] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.ICacheRefresher (took 6ms)
 2018-09-25 19:50:23,126 [P8636/D3/T61] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Home' with Id '1094' has been published.
 2018-09-25 19:50:28,258 [P8636/D3/T19] INFO  umbraco.content - Save Xml to file...
 2018-09-25 19:50:28,262 [P8636/D3/T19] INFO  umbraco.content - Saved Xml to file.
 2018-09-25 19:50:32,145 [P8636/D3/T17] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:50:32,184 [P8636/D3/T90] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:50:32,190 [P8636/D3/T96] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:50:32,191 [P8636/D3/T7] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:50:32,197 [P8636/D3/T90] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:50:32,211 [P8636/D3/T19] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-09-25 19:50:35,802 [P8636/D3/T61] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-09-25 19:50:35,802 [P8636/D3/T61] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-09-25 19:50:35,803 [P8636/D3/T61] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.HealthCheck.HealthCheck
 2018-09-25 19:50:35,808 [P8636/D3/T61] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.HealthCheck.HealthCheck (took 5ms)
 2018-09-25 19:50:37,487 [P8636/D3/T111] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
